Ticker,Short Name,Sector,Industry,Market Cap,Revenue CAGR,Revenue CAGR Years Used,Revenue CAGR Method,Revenue Growth,Earnings Growth,Forward PER,PBR,PSR,EV/EBITDA,ROE,ROA,Debt/Equity Raw,Debt/Equity,Operating Margin,Profit Margin,Free Cash Flow,Operating Cash Flow,FCF Yield,Data Quality,Failed Reason
AFL,AFLAC Incorporated,Financial Services,Insurance - Life,57524129792.0,-0.03229187547440737,3.0,Yearly,-0.01,0.468,15.214601,1.9011797,3.183581,10.713,0.16908,0.0313,53.365,0.5336500000000001,0.25722998,0.26908,5152249856.0,2647000064.0,0.08956675876071286,OK,
AIG,"American International Group, I",Financial Services,Insurance - Diversified,39232675840.0,-0.036944411466962035,3.0,Yearly,0.005,-0.101,8.539226,0.9695552,1.4672455,4.628,0.0722,0.01765,22.466,0.22466,0.19414,0.11089,7365000192.0,3849999872.0,0.18772617554908028,OK,
AIZ,"Assurant, Inc.",Financial Services,Insurance - Property & Casualty,13832357888.0,0.07927210984608024,3.0,Yearly,0.094,0.305,11.967503,2.2710636,1.0279542,8.079,0.18341999,0.02564,36.211,0.36211,0.11734,0.07903,2149574912.0,1870700032.0,0.15540191552337024,OK,
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,62618976256.0,0.17699918642049317,3.0,Yearly,0.309,-0.107,16.404816,2.6398373,4.1444817,17.574,0.06722,0.02317,59.401,0.59401,0.1916,0.10378,2082300032.0,2448999936.0,0.03325349848402351,OK,
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,15916614656.0,0.05178977181914113,3.0,Yearly,0.054,-0.268,15.4095745,3.3489568,3.681986,20.28,0.08918,0.025150001,196.672,1.96672,0.076290004,0.09507,710060096.0,1447190016.0,0.04461125128340859,OK,
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,14858016768.0,-0.11101948515436078,3.0,Yearly,0.311,,11.145191,1.8478134,2.5149388,11.952,0.02648,0.03165,18.976,0.18975999999999998,0.2771,0.03795,1334340224.0,1800327936.0,0.08980607875431898,OK,
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,10863414272.0,0.026117671821406674,3.0,Yearly,0.043,-0.121,12.186269,2.5741074,2.6243098,10.858,0.10155,0.07402,2.855,0.02855,0.18247,0.09991,584361344.0,755696000.0,0.05379168366120098,OK,
ALL,Allstate Corporation (The),Financial Services,Insurance - Property & Casualty,64119717888.0,0.09835266933147047,3.0,Yearly,0.118,0.612,9.185072,2.0320375,0.9142067,3.966,0.46113998,0.086780004,22.261,0.22261,0.22827,0.18971,15158625280.0,12469000192.0,0.23641129093047578,OK,
ALLE,Allegion plc,Industrials,Security & Protection Services,12902630400.0,0.07523170466176188,3.0,Yearly,0.127,0.162,15.523537,6.0918617,3.0086582,14.459,0.3373,0.1103,104.895,1.04895,0.22102,0.15357,484449984.0,769299968.0,0.037546606310601596,OK,
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,372078149632.0,0.032334704568867556,3.0,Yearly,0.248,0.428,25.381866,14.519526,12.065965,36.762,0.41068,0.15482001,28.666,0.28666,0.33736,0.30052,3075375104.0,8396000256.0,0.008265400983749428,OK,
AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,19940970496.0,0.1695341262686505,3.0,Yearly,0.259,,9.899763,1.6899147,0.8483353,9.762,0.09396,0.035669997,128.294,1.2829400000000002,0.09691,0.04705,1504000000.0,2151000064.0,0.07542260795690413,OK,
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,850674515968.0,0.13643599335368428,3.0,Yearly,0.501,1.595,33.590706,12.650699,20.594952,88.044,0.10196,0.05128,6.361,0.06361,0.1725,0.15577,8841499648.0,10080000000.0,0.010393516535450785,OK,
AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,54167556096.0,0.06364055992660522,3.0,Yearly,0.15,0.142,24.63707,4.810253,6.8881083,22.524,0.14562,0.08162,20.522,0.20521999999999999,0.26182,0.20044,1492221312.0,1960338944.0,0.027548248795928102,OK,
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,211533070336.0,0.11766399097603264,3.0,Yearly,0.095,0.649,16.03624,18.097593,5.552778,14.758,0.91473,0.08667,490.281,4.90281,0.35548002,0.22951001,8645624832.0,12478000128.0,0.040871268110784065,OK,
AMP,"Ameriprise Financial, Inc.",Financial Services,Asset Management,48749334528.0,0.09030445218644934,3.0,Yearly,0.116,0.117,10.681177,7.667769,2.4572475,,0.63432,0.022750001,67.578,0.67578,0.30719998,0.199,2903124992.0,8217999872.0,0.059552094815418274,OK,
AMT,American Tower Corporation (REI,Real Estate,REIT - Specialty,81743372288.0,0.03340295998443743,3.0,Yearly,0.047,1.385,25.025534,21.975447,7.4709473,18.666,0.33914003,0.04893,438.721,4.38721,0.45411,0.31083,2920012544.0,5774900224.0,0.035721703940866906,OK,
AMTM,"Amentum Holdings, Inc.",Industrials,Specialty Business Services,4721418752.0,0.23312031649773401,3.0,Yearly,-0.02,5.75,7.3156962,1.0048395,0.33414146,8.334,0.04287,0.03081,79.871,0.7987099999999999,0.04384,0.01444,484249984.0,505000000.0,0.10256450644096565,OK,
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,2722465316864.0,0.11731283601806397,3.0,Yearly,0.196,2.423,24.268484,4.9339275,3.5097787,16.879,0.30558002,0.06589,45.617,0.45616999999999996,0.13689,0.1744,3219124992.0,161402994688.0,0.0011824301202514862,OK,
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,243328073728.0,0.27146525721597636,3.0,Yearly,0.377,0.357,37.387505,16.443365,23.084402,50.122,0.31476,0.14119,,,0.45393002,0.38371,3891512576.0,5306599936.0,0.015992863118417067,OK,
ANSS,,Unknown,Unknown,,,,None,,,,,,,,,,,,,,,,PARTIAL,
AON,Aon plc,Financial Services,Insurance Brokers,64632500224.0,0.11247318365137482,3.0,Yearly,0.022,-0.03,14.979334,6.7299113,3.6771061,13.478,0.44699,0.05829,163.481,1.6348099999999999,0.23457001,0.22268,3190874880.0,3531000064.0,0.049369510214539586,OK,
AOS,A.O. Smith Corporation,Industrials,Specialty Industrial Machinery,7859593216.0,0.006729784443180398,3.0,Yearly,-0.007,-0.15,14.137325,4.2672668,2.0656505,10.833,0.27133,0.1254,36.766,0.36766,0.18929,0.13149,484612512.0,692300032.0,0.061658726944476,OK,
APA,APA Corporation,Energy,Oil & Gas E&P,15709762560.0,-0.06959142043384259,3.0,Yearly,0.092,0.263,10.327752,2.2395365,1.8326834,3.43,0.26659,0.11598,48.854,0.48854,0.56331,0.19564,2146749952.0,4528000000.0,0.13665069371996924,OK,
APD,"Air Products and Chemicals, Inc",Basic Materials,Specialty Chemicals,65745674240.0,-0.01766923192508929,3.0,Yearly,0.046,,20.445911,4.735432,5.2169995,18.428,0.00023,0.047319997,110.091,1.1009099999999998,0.25536,-0.00375,-1497500032.0,4570800128.0,-0.022777164418962083,OK,
APH,Amphenol Corporation,Technology,Electronic Components,200581726208.0,0.2230660589034148,3.0,Yearly,0.55,0.593,25.043488,12.943984,6.913846,22.624,0.38115,0.14473,120.415,1.20415,0.29779,0.17729001,3818374912.0,5871699968.0,0.01903650439243108,OK,
APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,9241758720.0,0.052626267311163044,3.0,Yearly,0.023,-0.353,6.8072987,1.0595601,0.450422,4.381,0.05158,0.067150004,64.938,0.6493800000000001,0.12675999,0.010720001,1615874944.0,1351000064.0,0.17484496111147121,OK,
ARE,Alexandria Real Estate Equities,Real Estate,REIT - Office,8663276544.0,0.04564958075072889,3.0,Yearly,-0.119,,-62.148148,0.5525614,3.0500984,14.08,-0.040760003,0.00928,68.67,0.6867,0.17282,-0.36078998,1344973952.0,1279448064.0,0.15525003099797158,OK,
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,28151803904.0,0.03827025829324082,3.0,Yearly,0.048,0.233,18.473585,1.845014,5.7201376,14.463,0.09792,0.03893,67.662,0.6766200000000001,0.37223998,0.28496,-2220956928.0,2019590016.0,-0.07889217101588404,OK,
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,26283393024.0,0.054467774166829575,3.0,Yearly,0.023,-0.413,36.584446,2.1691887,8.52383,19.136,0.08487,0.02628,75.129,0.75129,0.30628002,0.33321998,1409144064.0,1660461952.0,0.05361347611068619,OK,
AVGO,Broadcom Inc.,Technology,Semiconductors,1733567184896.0,0.24378426000041764,3.0,Yearly,0.855,2.153,18.794197,17.42028,19.45555,34.423,0.44245,0.15297,59.604,0.59604,0.54307,0.42944,30497124352.0,40653000704.0,0.017592121388609223,OK,
AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,12868068352.0,-0.006824275768766208,3.0,Yearly,0.109,0.108,15.178469,5.5483303,1.3914282,10.924,0.3116,0.08394,158.653,1.58653,0.13586001,0.076220006,1004600000.0,1233600000.0,0.07806921540355834,OK,
AWK,"American Water Works Company, I",Utilities,Utilities - Regulated Water,27887640576.0,0.10670429850805996,3.0,Yearly,0.062,0.086,21.372871,2.3907118,5.277752,15.015,0.10095,0.03516,137.745,1.37745,0.40664002,0.21347,-1785374976.0,2334000128.0,-0.06402029498101346,OK,
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,39806332928.0,0.32787263939187605,3.0,Yearly,0.353,-0.182,46.34065,10.832799,12.365676,248.11,0.06221,0.00509,50.363,0.50363,0.0517,0.06191,222160000.0,265808992.0,0.005581021502328123,OK,
AXP,American Express Company,Financial Services,Credit Services,217314689024.0,0.10966360326420155,3.0,Yearly,0.128,0.11,15.999053,6.3365164,3.0645254,,0.34377,0.037920002,172.38,1.7238,0.2032,0.16141,,18474999808.0,,PARTIAL,
AZO,"AutoZone, Inc.",Consumer Cyclical,Auto Parts,,0.05231525172845841,3.0,Yearly,0.084,0.077,16.622297,-17.11218,,14.306,,0.11389,,,0.19082001,0.12399,903784256.0,3072342016.0,,PARTIAL,
BA,Boeing Company (The),Industrials,Aerospace & Defense,163148185600.0,0.10333066303739025,3.0,Yearly,0.08,,50.09173,26.752203,1.7357113,-67.463,1.73537,-0.01984,790.875,7.90875,4.0000003e-05,0.025910001,5625375232.0,3639000064.0,0.03448015809254577,OK,
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,438235529216.0,0.06003133969580876,3.0,Yearly,0.168,0.341,11.832587,1.592954,3.8464994,,0.111990005,0.00969,,,0.38305,0.29524,,94742003712.0,,PARTIAL,
BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,15958966272.0,-0.005287656768822813,3.0,Yearly,0.197,0.092,13.330327,2.7764218,1.1139863,11.201,0.17151,0.046329997,131.495,1.31495,0.09232,0.0661,379875008.0,1426000000.0,0.02380323396425059,OK,
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,12609531904.0,0.0378887286798415,3.0,Yearly,0.053,0.368,11.977017,2.0318227,1.0993489,10.798,-0.14371,0.028499998,156.449,1.5644900000000002,0.14425999,-0.09268,1000374976.0,1319000064.0,0.07933482254663718,OK,
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,18462328832.0,-0.0343345487205291,3.0,Yearly,0.036,0.701,12.20547,5.8190107,0.43748555,7.817,0.43126,0.07254,130.097,1.3009700000000002,0.03896,0.03014,1403374976.0,2475000064.0,0.07601289028974435,OK,
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,48975151104.0,0.04992975699544888,3.0,Yearly,0.054,-0.314,13.526435,2.0058682,2.1782222,10.6,0.06607,0.0434,68.84,0.6884,0.15732999,0.0419,4478374912.0,3342000128.0,0.09144177835184326,OK,
BEN,"Franklin Templeton, Inc.",Financial Services,Asset Management,17335582720.0,0.019569502798386873,3.0,Yearly,0.143,1.067,10.689658,1.4752042,1.8592232,11.617,0.07887,0.02638,24.805,0.24805,0.12979001,0.08717,-2990862592.0,277800000.0,-0.17252737564739906,OK,
BF-B,Brown Forman Inc,Consumer Defensive,Beverages - Wineries & Distilleries,11999300608.0,-0.024234406984345203,3.0,Yearly,-0.014,0.057,15.271857,3.0220733,3.0649555,11.922,0.18122,0.08627,61.502,0.61502,0.27552,0.18416001,685625024.0,1013000000.0,0.057138748865320534,OK,
BG,Bunge Limited,Consumer Defensive,Farm Products,23726710784.0,0.015124876158678413,3.0,Yearly,0.883,0.33,10.889433,1.4871993,0.2584074,13.262,0.071779996,0.03472,97.995,0.9799500000000001,0.04617,0.01097,-6475375104.0,1075000064.0,-0.2729149928512906,OK,
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,31136200704.0,-0.00935320400320594,3.0,Yearly,0.034,-0.848,12.737771,1.6513596,3.1049573,11.451,0.04575,0.052059997,44.329,0.44329,0.25058,0.083229996,1266987520.0,2878799872.0,0.0406917829199769,OK,
BK,,Unknown,Unknown,,,,None,,,,,,,,,,,,,,,,PARTIAL,
BKNG,Booking Holdings Inc. Common St,Consumer Cyclical,Travel Services,130311913472.0,0.1634869878187224,3.0,Yearly,0.081,1.3,14.0121565,-12.191058,4.614281,13.366,,0.2038,,,0.34412,0.25527,7725875200.0,9859000320.0,0.0592875585520433,PARTIAL,
BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,63173775360.0,0.09442943355196065,3.0,Yearly,-0.024,-0.042,20.082233,3.172166,2.2785852,12.99,0.16463,0.04853,80.925,0.80925,0.1283,0.111669995,4415000064.0,4435999744.0,0.06988659517087313,OK,
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,6605346304.0,-0.12565732756059322,3.0,Yearly,-0.088,,13.746019,1.6491605,0.45715842,11.519,0.02506,0.02389,130.786,1.30786,0.033269998,0.0070999996,464577120.0,897998016.0,0.07033349935319304,OK,
BLK,"BlackRock, Inc.",Financial Services,Asset Management,174179352576.0,0.1065430569599104,3.0,Yearly,0.306,0.196,16.66966,2.884096,6.3804297,15.985,0.122779995,0.03737,23.192,0.23192000000000002,0.35079,0.24089001,7578124800.0,3937999872.0,0.04350759540625473,OK,
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,131571253248.0,0.01449177656319045,3.0,Yearly,0.057,1.531,9.821652,5.8956523,2.6749735,8.776,0.46598998,0.10719,201.859,2.01859,0.34418,0.18871,8114375168.0,12782000128.0,0.06167285761658842,OK,
BR,"Broadridge Financial Solutions,",Technology,Information Technology Services,19167066112.0,0.0724890868669692,3.0,Yearly,0.075,0.084,14.52165,6.7463984,2.5635388,12.351,0.40916002,0.09295,123.939,1.23939,0.24609,0.15037,1194499968.0,1345600000.0,0.062320438663909794,OK,
BRK-B,Berkshire Hathaway Inc. New,Financial Services,Insurance - Diversified,1084740468736.0,0.20586499585407747,3.0,Yearly,0.1,1.078,22.8329,0.000970308,2.8198001,-1.79,0.121199995,0.060100004,17.142,0.17142,0.32561,0.22296,71975247872.0,46634000384.0,0.06635250545770599,OK,
BRO,"Brown & Brown, Inc.",Financial Services,Insurance Brokers,22261626880.0,0.17384548109418518,3.0,Yearly,0.324,0.071,13.788143,1.7448202,3.3410816,10.178,0.10023,0.05381,63.975,0.63975,0.41838002,0.18084998,1642749952.0,1520000000.0,0.07379289756562482,OK,
BSX,Boston Scientific Corporation,Healthcare,Medical Devices,65157361664.0,0.16541890019606442,3.0,Yearly,0.075,0.151,13.094777,2.6090991,3.1033227,13.568,0.15338999,0.06191,50.151,0.50151,0.22895999,0.17499,2451375104.0,4528999936.0,0.037622381284268695,OK,
BWA,BorgWarner Inc.,Consumer Cyclical,Auto Parts,13291267072.0,0.04251460482923086,3.0,Yearly,0.003,0.301,10.988678,2.3645785,0.92660815,7.509,0.08056,0.06331,70.11,0.7011,0.106359996,0.02893,1066249984.0,1724999936.0,0.08022184628628912,OK,
BX,Blackstone Inc.,Financial Services,Asset Management,154277101568.0,0.20274657241463667,3.0,Yearly,0.286,0.573,17.231045,11.453546,9.964092,,0.31374002,0.1433,68.185,0.6818500000000001,0.54357,0.22728,,5597890048.0,,PARTIAL,
BXP,"BXP, Inc.",Real Estate,REIT - Office,11628609536.0,0.03856526122650683,3.0,Yearly,0.037,-0.232,28.92272,1.989417,3.6450808,17.892,0.05308,0.01683,211.631,2.11631,0.28755,0.09304,880636864.0,1284499968.0,0.07573019467836743,OK,
C,"Citigroup, Inc.",Financial Services,Banks - Diversified,231150796800.0,0.04589654681078592,3.0,Yearly,0.155,0.61,10.696026,1.2009971,2.8288476,,0.08529,0.0066299997,,,0.36229,0.21832001,,-18296999936.0,,PARTIAL,
CAG,"ConAgra Brands, Inc.",Consumer Defensive,Packaged Foods,7231126528.0,-0.027791350655803293,3.0,Yearly,0.036,,9.737142,1.137373,0.64096636,8.36,-0.25064,0.04404,117.577,1.17577,0.13771,-0.16985,859000000.0,1402099968.0,0.11879200241813277,OK,
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,55818174464.0,0.07444137775897364,3.0,Yearly,0.058,0.688,17.049402,-19.397074,0.21954224,14.428,,0.037219997,,,0.013300001,0.00674,4752500224.0,5174000128.0,0.08514252337408725,PARTIAL,
CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,47769636864.0,0.07948894772684056,3.0,Yearly,0.039,-0.118,17.515968,3.636649,2.16074,19.431,0.08966,0.02982,91.998,0.91998,0.13069001,0.055180002,861750016.0,2387000064.0,0.018039702048675804,OK,
CAT,"Caterpillar, Inc.",Industrials,Farm & Heavy Construction Machinery,374892429312.0,0.0438323160905727,3.0,Yearly,0.24,0.682,25.189222,19.329271,5.016693,25.677,0.56972003,0.090299994,232.783,2.32783,0.22183001,0.14511,5048999936.0,13569000448.0,0.0134678631554814,OK,
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,130253750272.0,0.11562448439502893,3.0,Yearly,0.061,-0.007,11.598299,1.7273983,2.1043968,10.265,0.14822,0.03358,30.941,0.30940999999999996,0.23527001,0.18070999,10488000512.0,15376000000.0,0.08051975847220234,OK,
CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,30480279552.0,0.059967260789602905,3.0,Yearly,0.229,0.502,19.157143,5.424387,6.022223,15.465,0.26297,0.11578,28.09,0.2809,0.34634,0.26734,678249984.0,1962800000.0,0.022252091974513923,OK,
CBRE,CBRE Group Inc,Real Estate,Real Estate Services,40447877120.0,0.09567521092915365,3.0,Yearly,0.155,-0.042,15.357281,4.8208733,0.92534775,22.828,0.15798001,0.02585,117.789,1.17789,0.03608,0.029760001,1637624960.0,1360999936.0,0.0404872907208832,OK,
CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,32853659648.0,-0.15173892561897784,3.0,Yearly,-0.049,-0.675,26.037447,-9.794164,7.8956165,20.329,,0.04725,,,0.46825,0.20716,1036249984.0,2624000000.0,0.03154138671620051,PARTIAL,
CCL,Carnival Corporation Ltd.,Consumer Cyclical,Travel Services,31091036160.0,0.2981448600373693,3.0,Yearly,0.053,-0.065,8.622556,2.4016082,1.1384071,7.537,0.26689,0.05367,201.556,2.0155600000000002,0.12787,0.11237001,1899374976.0,6793999872.0,0.06109075832099897,OK,
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,78376845312.0,0.14143248241855333,3.0,Yearly,0.242,1.254,29.82094,11.428801,13.426158,36.811,0.23229,0.10613,38.661,0.38661,0.28575,0.23605,1609676544.0,1854867968.0,0.02053765417059403,OK,
CDW,CDW Corporation,Technology,Information Technology Services,17798729728.0,-0.01894867945091694,3.0,Yearly,0.1,0.049,11.81736,7.3047714,0.75737983,11.87,0.44009998,0.06585,263.278,2.6327800000000003,0.07345,0.04597,676787520.0,981800000.0,0.03802448435043735,OK,
CE,Celanese Corporation,Basic Materials,Chemicals,4878340096.0,-0.0044652723627061075,3.0,Yearly,0.087,-0.371,7.1954327,1.1706918,0.50230026,9.739,-0.2225,0.02565,270.205,2.70205,0.11047,-0.12037,949875008.0,984000000.0,0.19471274845697023,OK,
CEG,Constellation Energy Corporatio,Utilities,Utilities - Independent Power Producers,104132714496.0,0.01469039149633189,3.0,Yearly,0.23,-0.468,22.029135,3.2656474,3.3301156,16.386,0.15055001,0.03888,76.419,0.7641899999999999,0.086619996,0.110810004,-6625124864.0,4206000128.0,-0.06362193568145665,OK,
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,20901308416.0,-0.1412477014500929,3.0,Yearly,0.176,0.996,13.323313,3.6424296,2.7007763,6.508,0.29867,0.12934,40.504,0.40503999999999996,0.49325,0.27122,1276749952.0,2976999936.0,0.06108469032602021,OK,
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,29217036288.0,0.009305158100850308,3.0,Yearly,0.147,0.413,10.616856,1.2180647,3.5800805,,0.08270001,0.0094,,,0.35132998,0.26051,,2500999936.0,,PARTIAL,
CHD,"Church & Dwight Company, Inc.",Consumer Defensive,Household & Personal Products,22579439616.0,0.048889197884673496,3.0,Yearly,0.016,0.09,23.563631,5.1917105,3.6248317,18.507,0.17041,0.07873,55.851,0.55851,0.18065001,0.119569995,939262528.0,1260499968.0,0.04159813281346583,OK,
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,17580271616.0,-0.13053598256384413,3.0,Yearly,0.193,0.238,20.062086,10.825298,1.0343459,20.755,0.37123,0.099580005,121.188,1.21188,0.05337,0.03726,480618368.0,685356992.0,0.02733850639500836,OK,
CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services,18045358080.0,0.0046187194908937634,3.0,Yearly,-0.017,0.161,3.0358677,0.942078,0.33174056,5.369,0.27201998,0.05311,441.578,4.41578,0.23503,0.09052,2198374912.0,16469999616.0,0.1218249536669765,OK,
CI,The Cigna Group,Healthcare,Healthcare Plans,73503776768.0,0.1514950529756025,3.0,Yearly,0.067,0.102,8.306779,1.7211041,0.2602991,7.666,0.16758,0.04462,74.29,0.7429000000000001,0.03985,0.022720002,7980125184.0,10277000192.0,0.10856755305496305,OK,
CINF,Cincinnati Financial Corporatio,Financial Services,Insurance - Property & Casualty,25970022400.0,0.2438798815724228,3.0,Yearly,0.316,0.855,18.736118,1.5569992,1.8611168,5.714,0.21484,0.06409,5.255,0.05255,0.37202,0.23843001,2984875008.0,3416999936.0,0.11493540367527753,OK,
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,70175121408.0,0.042934601917500315,3.0,Yearly,0.049,-0.055,21.428816,297.39865,3.3342104,15.495,2.67367,0.15838,1388.163,13.88163,0.20966,0.096829996,3458374912.0,4456000000.0,0.049282065247780865,OK,
CLX,Clorox Company (The),Consumer Defensive,Household & Personal Products,10837836800.0,-0.031139607337307473,3.0,Yearly,-0.02,-0.501,14.251729,120.45699,1.6127733,14.644,1.6376,0.08321,2221.429,22.214290000000002,0.12885,0.087349996,110375000.0,612000000.0,0.010184227907916088,OK,
CMCSA,Comcast Corporation,Communication Services,Telecom Services,87260979200.0,0.006220134237919117,3.0,Yearly,-0.012,-0.668,6.7886357,0.97151434,0.6986244,5.176,0.114879996,0.043080002,100.474,1.00474,0.17233999,0.08966,12697624576.0,32516999168.0,0.14551320295062653,OK,
