Ticker,Short Name,Sector,Industry,Market Cap,Revenue CAGR,Revenue CAGR Years Used,Revenue CAGR Method,Revenue Growth,Earnings Growth,Forward PER,PBR,PSR,EV/EBITDA,ROE,ROA,Debt/Equity Raw,Debt/Equity,Operating Margin,Profit Margin,Free Cash Flow,Operating Cash Flow,FCF Yield,Data Quality,Failed Reason
ALL,Allstate Corporation (The),Financial Services,Insurance - Property & Casualty,63171502080.0,0.09835266933147047,3.0,Yearly,0.118,0.612,9.049241,2.0019872,0.9006872,3.911,0.46113998,0.086780004,22.261,0.22261,0.22827,0.18971,15158625280.0,12469000192.0,0.23995986767582653,OK,
ALLE,Allegion plc,Industrials,Security & Protection Services,12949401600.0,0.07523170466176188,3.0,Yearly,0.127,0.162,15.579807,6.113944,3.0195644,14.153,0.3373,0.1103,104.895,1.04895,0.22102,0.15357,484449984.0,769299968.0,0.037410993879439185,OK,
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,352809615360.0,0.032334704568867556,3.0,Yearly,0.248,0.428,24.089682,13.767613,11.441113,34.557,0.41068,0.15482001,28.666,0.28666,0.33736,0.30052,3075375104.0,8396000256.0,0.008716812042840577,OK,
AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,19372285952.0,0.1695341262686505,3.0,Yearly,0.259,,9.617437,1.641721,0.82414216,9.443,0.09396,0.035669997,128.294,1.2829400000000002,0.09691,0.04705,1504000000.0,2151000064.0,0.07763668178998394,OK,
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,913892179968.0,0.13643599335368428,3.0,Yearly,0.501,1.595,35.95345,13.590833,22.12546,94.651,0.10196,0.05128,6.361,0.06361,0.1725,0.15577,8841499648.0,10080000000.0,0.009674554440666717,OK,
AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,54467801088.0,0.06364055992660522,3.0,Yearly,0.15,0.142,24.792854,4.838145,6.9262886,22.513,0.14562,0.08162,20.522,0.20521999999999999,0.26182,0.20044,1492221312.0,1960338944.0,0.027396393505754298,OK,
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,208494723072.0,0.11766399097603264,3.0,Yearly,0.095,0.649,15.803838,17.83765,5.4730206,14.582,0.91473,0.08667,490.281,4.90281,0.35548002,0.22951001,8645624832.0,12478000128.0,0.04146687601783756,OK,
AMP,"Ameriprise Financial, Inc.",Financial Services,Asset Management,48118771712.0,0.09030445218644934,3.0,Yearly,0.116,0.117,10.535054,7.5628705,2.4254634,,0.63432,0.022750001,67.578,0.67578,0.30719998,0.199,2903124992.0,8217999872.0,0.06033248332637739,OK,
AMT,American Tower Corporation (REI,Real Estate,REIT - Specialty,81067728896.0,0.03340295998443743,3.0,Yearly,0.047,1.385,24.81869,21.793812,7.409197,18.57,0.33914003,0.04893,438.721,4.38721,0.45411,0.31083,2920012544.0,5774900224.0,0.03601941961080493,OK,
AMTM,"Amentum Holdings, Inc.",Industrials,Specialty Business Services,4792325632.0,0.23312031649773401,3.0,Yearly,-0.02,5.75,7.425565,1.0199304,0.33915964,8.203,0.04287,0.03081,79.871,0.7987099999999999,0.04384,0.01444,484249984.0,505000000.0,0.10104696992343279,OK,
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,2736595664896.0,0.11731283601806397,3.0,Yearly,0.196,2.423,24.453907,4.959536,3.5279956,16.963,0.30558002,0.06589,45.617,0.45616999999999996,0.13689,0.1744,3219124992.0,161402994688.0,0.0011763246698420602,OK,
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,251475591168.0,0.27146525721597636,3.0,Yearly,0.377,0.357,38.639374,16.993948,23.857353,51.326,0.31476,0.14119,,,0.45393002,0.38371,3891512576.0,5306599936.0,0.015474712905238776,OK,
ANSS,,Unknown,Unknown,,,,None,,,,,,,,,,,,,,,,PARTIAL,
AON,Aon plc,Financial Services,Insurance Brokers,62712766464.0,0.11247318365137482,3.0,Yearly,0.022,-0.03,14.577938,6.530018,3.5678878,13.153,0.44699,0.05829,163.481,1.6348099999999999,0.23457001,0.22268,3190874880.0,3531000064.0,0.05088078647960313,OK,
AOS,A.O. Smith Corporation,Industrials,Specialty Industrial Machinery,7739993600.0,0.006729784443180398,3.0,Yearly,-0.007,-0.15,13.93678,4.202332,2.0342174,10.509,0.27133,0.1254,36.766,0.36766,0.18929,0.13149,484612512.0,692300032.0,0.06261148743068728,OK,
APA,APA Corporation,Energy,Oil & Gas E&P,15720271872.0,-0.06959142043384259,3.0,Yearly,0.092,0.263,10.218629,2.241035,1.8339094,3.511,0.26659,0.11598,48.854,0.48854,0.56331,0.19564,2146749952.0,4528000000.0,0.1365593400342943,OK,
APD,"Air Products and Chemicals, Inc",Basic Materials,Specialty Chemicals,63282774016.0,-0.01766923192508929,3.0,Yearly,0.046,,19.684336,4.5580378,5.0215654,17.898,0.00023,0.047319997,110.091,1.1009099999999998,0.25536,-0.00375,-1497500032.0,4570800128.0,-0.023663628140280037,OK,
APH,Amphenol Corporation,Technology,Electronic Components,191235735552.0,0.2230660589034148,3.0,Yearly,0.55,0.593,23.687853,12.340866,6.591699,21.636,0.38115,0.14473,120.415,1.20415,0.29779,0.17729001,3818374912.0,5871699968.0,0.01996684825133911,OK,
APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,9224539136.0,0.052626267311163044,3.0,Yearly,0.023,-0.353,6.659008,1.0376595,0.44958276,4.322,0.05158,0.067150004,64.938,0.6493800000000001,0.12675999,0.010720001,1615874944.0,1351000064.0,0.17517134679323235,OK,
ARE,Alexandria Real Estate Equities,Real Estate,REIT - Office,9172678656.0,0.04564958075072889,3.0,Yearly,-0.119,,-65.80247,0.5850521,3.2294447,14.37,-0.040760003,0.00928,68.67,0.6867,0.17282,-0.36078998,1344973952.0,1279448064.0,0.14662826448414068,OK,
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,27088867328.0,0.03827025829324082,3.0,Yearly,0.048,0.233,17.770357,1.7753512,5.5041604,14.058,0.09792,0.03893,67.662,0.6766200000000001,0.37223998,0.28496,-2220956928.0,2019590016.0,-0.08198781075295612,OK,
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,26283393024.0,0.054467774166829575,3.0,Yearly,0.023,-0.413,36.584446,2.1691887,8.52383,19.136,0.08487,0.02628,75.129,0.75129,0.30628002,0.33321998,1409144064.0,1660461952.0,0.05361347611068619,OK,
AVGO,Broadcom Inc.,Technology,Semiconductors,1707097718784.0,0.24378426000041764,3.0,Yearly,0.855,2.153,18.448807,17.125275,19.158485,33.344,0.44245,0.15369001,59.604,0.59604,0.54307,0.42944,30596499456.0,40653000704.0,0.017923109567385808,OK,
AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,12828203008.0,-0.006824275768766208,3.0,Yearly,0.109,0.108,14.992527,5.480361,1.3871176,10.772,0.3116,0.08394,158.653,1.58653,0.13586001,0.076220006,1004600000.0,1233600000.0,0.07831182585538328,OK,
AWK,"American Water Works Company, I",Utilities,Utilities - Regulated Water,27007268864.0,0.10670429850805996,3.0,Yearly,0.062,0.086,20.698006,2.3152406,5.111141,14.709,0.10095,0.03516,137.745,1.37745,0.40664002,0.21347,-1785374976.0,2334000128.0,-0.06610720191629074,OK,
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,36374867968.0,0.32787263939187605,3.0,Yearly,0.353,-0.182,42.345898,9.898968,11.2997055,227.326,0.06221,0.00509,50.363,0.50363,0.0517,0.06191,222160000.0,265808992.0,0.006107513577655882,OK,
AXP,American Express Company,Financial Services,Credit Services,210399526912.0,0.10966360326420155,3.0,Yearly,0.128,0.11,15.493029,6.1348825,2.9670093,,0.34377,0.037920002,172.38,1.7238,0.2032,0.16141,,18474999808.0,,PARTIAL,
AZO,"AutoZone, Inc.",Consumer Cyclical,Auto Parts,46613950464.0,0.05231525172845841,3.0,Yearly,0.084,0.077,16.344307,-16.784983,2.332283,13.938,,0.11389,,,0.19082001,0.12399,903784256.0,3072342016.0,0.019388707607993737,PARTIAL,
BA,Boeing Company (The),Industrials,Aerospace & Defense,156536881152.0,0.10333066303739025,3.0,Yearly,0.08,,48.455154,25.686884,1.6653745,-64.048,1.73537,-0.01984,790.875,7.90875,4.0000003e-05,0.025910001,5625375232.0,3639000064.0,0.03593642080129132,OK,
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,403691372544.0,0.06003133969580876,3.0,Yearly,0.168,0.341,10.909805,1.4673885,3.543297,,0.111990005,0.00969,,,0.38305,0.29524,,94742003712.0,,PARTIAL,
BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,16014728192.0,-0.005287656768822813,3.0,Yearly,0.197,0.092,13.299373,2.7699747,1.1178786,11.091,0.17151,0.046329997,131.495,1.31495,0.09232,0.0661,379875008.0,1426000000.0,0.023720353130299323,OK,
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,11787508736.0,0.0378887286798415,3.0,Yearly,0.053,0.368,11.196228,1.8993669,1.0276817,10.232,-0.14371,0.028499998,156.449,1.5644900000000002,0.14425999,-0.09268,1000374976.0,1319000064.0,0.08486737939330423,OK,
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,19473215488.0,-0.0343345487205291,3.0,Yearly,0.036,0.701,12.872216,6.137625,0.46143964,8.099,0.43126,0.07254,130.097,1.3009700000000002,0.03896,0.03014,1403374976.0,2475000064.0,0.07206693608792052,OK,
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,49285672960.0,0.04992975699544888,3.0,Yearly,0.054,-0.314,13.612198,2.0185862,2.192033,10.682,0.06607,0.0434,68.84,0.6884,0.15732999,0.0419,4478374912.0,3342000128.0,0.0908656541148302,OK,
BEN,"Franklin Templeton, Inc.",Financial Services,Asset Management,16771617792.0,0.019569502798386873,3.0,Yearly,0.143,1.067,10.379785,1.4272125,1.7987386,11.303,0.07887,0.02638,24.805,0.24805,0.12979001,0.08717,-2990862592.0,277800000.0,-0.17832880698167533,OK,
BF-B,Brown Forman Inc,Consumer Defensive,Beverages - Wineries & Distilleries,11902939136.0,-0.024234406984345203,3.0,Yearly,-0.014,0.057,15.135513,2.9978044,3.040342,11.841,0.18122,0.08627,61.502,0.61502,0.27552,0.18416001,685625024.0,1013000000.0,0.05760132150271628,OK,
BG,Bunge Limited,Consumer Defensive,Farm Products,22205128704.0,0.015124876158678413,3.0,Yearly,0.883,0.33,10.191098,1.3918258,0.24183588,12.775,0.071779996,0.03472,97.995,0.9799500000000001,0.04617,0.01097,-6475375104.0,1075000064.0,-0.29161619328211935,OK,
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,31840987136.0,-0.00935320400320594,3.0,Yearly,0.034,-0.848,13.03229,1.6887391,3.1752398,11.583,0.04575,0.052059997,44.329,0.44329,0.25058,0.083229996,1266987520.0,2878799872.0,0.03979108796434018,OK,
BK,,Unknown,Unknown,,,,None,,,,,,,,,,,,,,,,PARTIAL,
BKNG,Booking Holdings Inc. Common St,Consumer Cyclical,Travel Services,130102091776.0,0.1634869878187224,3.0,Yearly,0.081,1.3,13.5680275,-11.802334,4.6068516,12.472,,0.2038,,,0.34412,0.25527,7725875200.0,9859000320.0,0.059383174355888385,PARTIAL,
BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,56830590976.0,0.09442943355196065,3.0,Yearly,-0.024,-0.042,18.402916,2.8536537,2.0497959,11.621,0.16463,0.04853,80.925,0.80925,0.1283,0.111669995,4415000064.0,4435999744.0,0.07768703418664938,OK,
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,6253506048.0,-0.12565732756059322,3.0,Yearly,-0.088,,13.145038,1.5613164,0.43280742,11.175,0.02506,0.02389,130.786,1.30786,0.033269998,0.0070999996,464577120.0,897998016.0,0.07429066453826831,OK,
BLK,"BlackRock, Inc.",Financial Services,Asset Management,173813792768.0,0.1065430569599104,3.0,Yearly,0.306,0.196,16.634682,2.8780427,6.3670387,15.629,0.122779995,0.03737,23.192,0.23192000000000002,0.35079,0.24089001,7578124800.0,3937999872.0,0.04359909923900568,OK,
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,128813588480.0,0.01449177656319045,3.0,Yearly,0.057,1.531,9.605719,5.7720823,2.6189075,8.6,0.46598998,0.10719,201.859,2.01859,0.34418,0.18871,8114375168.0,12782000128.0,0.0629931613873164,OK,
BR,"Broadridge Financial Solutions,",Technology,Information Technology Services,18867339264.0,0.0724890868669692,3.0,Yearly,0.075,0.084,14.092307,6.546936,2.523451,12.005,0.40916002,0.09295,123.939,1.23939,0.24609,0.15037,1194499968.0,1345600000.0,0.06331046213173135,OK,
BRK-B,Berkshire Hathaway Inc. New,Financial Services,Insurance - Diversified,1091269558272.0,0.20586499585407747,3.0,Yearly,0.1,1.078,22.970331,0.0009761484,2.8367724,-1.79,0.121199995,0.060100004,17.142,0.17142,0.32561,0.22296,71975247872.0,46634000384.0,0.0659555169723337,OK,
BRO,"Brown & Brown, Inc.",Financial Services,Insurance Brokers,21756364800.0,0.17384548109418518,3.0,Yearly,0.324,0.071,13.4752,1.7052189,3.2652507,10.003,0.10023,0.05381,63.975,0.63975,0.41838002,0.18084998,1642749952.0,1520000000.0,0.07550663757945444,OK,
BSX,Boston Scientific Corporation,Healthcare,Medical Devices,62809608192.0,0.16541890019606442,3.0,Yearly,0.075,0.151,12.654458,2.515088,2.9915035,13.156,0.15338999,0.06191,50.151,0.50151,0.22895999,0.17499,2451375104.0,4528999936.0,0.03902866415766353,OK,
BWA,BorgWarner Inc.,Consumer Cyclical,Auto Parts,12896153600.0,0.04251460482923086,3.0,Yearly,0.003,0.301,10.663451,2.294286,0.89906263,7.215,0.08056,0.06331,70.11,0.7011,0.106359996,0.02893,1066249984.0,1724999936.0,0.08267969016746203,OK,
BX,Blackstone Inc.,Financial Services,Asset Management,149364408320.0,0.20274657241463667,3.0,Yearly,0.286,0.573,16.694946,11.088828,9.646803,,0.31374002,0.1433,68.185,0.6818500000000001,0.54357,0.22728,,5597890048.0,,PARTIAL,
BXP,"BXP, Inc.",Real Estate,REIT - Office,11426026496.0,0.03856526122650683,3.0,Yearly,0.037,-0.232,28.418854,1.9547591,3.5815794,17.638,0.05308,0.01683,211.631,2.11631,0.28755,0.09304,880636864.0,1284499968.0,0.0770728883140864,OK,
C,"Citigroup, Inc.",Financial Services,Banks - Diversified,221035855872.0,0.04589654681078592,3.0,Yearly,0.155,0.61,10.227978,1.1484426,2.70506,,0.08529,0.0066299997,,,0.36229,0.21832001,,-18296999936.0,,PARTIAL,
CAG,"ConAgra Brands, Inc.",Consumer Defensive,Packaged Foods,7240697856.0,-0.027791350655803293,3.0,Yearly,0.036,,9.7208395,1.1388785,0.64181477,8.324,-0.25064,0.04404,117.577,1.17577,0.13771,-0.16985,859000000.0,1402099968.0,0.11863497373919424,OK,
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,52417916928.0,0.07444137775897364,3.0,Yearly,0.058,0.688,16.010809,-18.21547,0.20616846,13.6,,0.037219997,,,0.013300001,0.00674,4752500224.0,5174000128.0,0.09066556823553139,PARTIAL,
CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,44751675392.0,0.07948894772684056,3.0,Yearly,0.039,-0.118,16.31042,3.3812363,2.02423,18.037,0.08966,0.02982,91.998,0.91998,0.13069001,0.055180002,861750016.0,2387000064.0,0.019256262663945988,OK,
CAT,"Caterpillar, Inc.",Industrials,Farm & Heavy Construction Machinery,371872366592.0,0.0438323160905727,3.0,Yearly,0.24,0.682,24.986303,19.17356,4.9762793,25.295,0.56972003,0.090299994,232.783,2.32783,0.22183001,0.14511,5048999936.0,13569000448.0,0.013577238831352891,OK,
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,131418873856.0,0.11562448439502893,3.0,Yearly,0.061,-0.007,11.704559,1.74285,2.123221,10.343,0.14822,0.03358,30.941,0.30940999999999996,0.23527001,0.18070999,10488000512.0,15376000000.0,0.0798058924435165,OK,
CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,28495044608.0,0.059967260789602905,3.0,Yearly,0.229,0.502,17.924192,5.0710874,5.629985,14.358,0.26297,0.11578,28.09,0.2809,0.34634,0.26734,678249984.0,1962800000.0,0.023802383654089137,OK,
CBRE,CBRE Group Inc,Real Estate,Real Estate Services,40395755520.0,0.09567521092915365,3.0,Yearly,0.155,-0.042,15.337491,4.8146615,0.92415535,22.804,0.15798001,0.02585,117.789,1.17789,0.03608,0.029760001,1637624960.0,1360999936.0,0.04053953042638872,OK,
CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,31083771904.0,-0.15173892561897784,3.0,Yearly,-0.049,-0.675,25.303217,-9.517978,7.470265,19.868,,0.04725,,,0.46825,0.20716,1036249984.0,2624000000.0,0.03333733072036379,PARTIAL,
CCL,Carnival Corporation Ltd.,Consumer Cyclical,Travel Services,29913137152.0,0.2981448600373693,3.0,Yearly,0.053,-0.065,8.386163,2.3106222,1.095278,7.376,0.26689,0.05367,201.556,2.0155600000000002,0.12787,0.11237001,1899374976.0,6793999872.0,0.06349634832176095,OK,
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,78028341248.0,0.14143248241855333,3.0,Yearly,0.242,1.254,29.63725,11.360533,13.366458,36.656,0.23229,0.10613,38.661,0.38661,0.28575,0.23605,1609676544.0,1854867968.0,0.020629383096635527,OK,
CDW,CDW Corporation,Technology,Information Technology Services,18276296704.0,-0.01894867945091694,3.0,Yearly,0.1,0.049,12.134438,7.5007696,0.7777015,12.106,0.44009998,0.06585,263.278,2.6327800000000003,0.07345,0.04597,676787520.0,981800000.0,0.03703088929672916,OK,
CE,Celanese Corporation,Basic Materials,Chemicals,4983698944.0,-0.0044652723627061075,3.0,Yearly,0.087,-0.371,7.3566103,1.1959757,0.51314855,9.802,-0.2225,0.02565,270.205,2.70205,0.11047,-0.12037,949875008.0,984000000.0,0.19059638607255328,OK,
CEG,Constellation Energy Corporatio,Utilities,Utilities - Independent Power Producers,90245636096.0,0.01469039149633189,3.0,Yearly,0.23,-0.468,19.140306,2.8301425,2.8860133,14.411,0.15055001,0.03888,76.419,0.7641899999999999,0.086619996,0.110810004,-6625124864.0,4206000128.0,-0.07341213548489409,OK,
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,19325878272.0,-0.1412477014500929,3.0,Yearly,0.176,0.996,11.949198,3.3678825,2.4972062,6.101,0.29867,0.12934,40.504,0.40503999999999996,0.49325,0.27122,1276749952.0,2976999936.0,0.06606426543883387,OK,
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,28235694080.0,0.009305158100850308,3.0,Yearly,0.147,0.413,10.264058,1.1771523,3.4598327,,0.08270001,0.0094,,,0.35132998,0.26051,,2500999936.0,,PARTIAL,
CHD,"Church & Dwight Company, Inc.",Consumer Defensive,Household & Personal Products,22475069440.0,0.048889197884673496,3.0,Yearly,0.016,0.09,23.480576,5.167712,3.6080766,18.194,0.17041,0.07873,55.851,0.55851,0.18065001,0.119569995,939262528.0,1260499968.0,0.04179130705279814,OK,
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,17877073920.0,-0.13053598256384413,3.0,Yearly,0.193,0.238,20.40079,11.0080595,1.0518084,21.118,0.37123,0.099580005,121.188,1.21188,0.05337,0.03726,480618368.0,685356992.0,0.026884621619330418,OK,
CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services,16656665600.0,0.0046187194908937634,3.0,Yearly,-0.017,0.161,3.0618727,0.90183085,0.30621123,5.338,0.27201998,0.05311,441.578,4.41578,0.23503,0.09052,2198374912.0,16469999616.0,0.1319816921821376,OK,
CI,The Cigna Group,Healthcare,Healthcare Plans,72740118528.0,0.1514950529756025,3.0,Yearly,0.067,0.102,8.229224,1.7032229,0.25759473,7.654,0.16758,0.04462,74.29,0.7429000000000001,0.03985,0.022720002,7980125184.0,10277000192.0,0.10970734369821235,OK,
CINF,Cincinnati Financial Corporatio,Financial Services,Insurance - Property & Casualty,25937790976.0,0.2438798815724228,3.0,Yearly,0.316,0.855,18.712864,1.5550668,1.8588068,5.709,0.21484,0.06409,5.255,0.05255,0.37202,0.23843001,2984875008.0,3416999936.0,0.11507822739268264,OK,
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,69728706560.0,0.042934601917500315,3.0,Yearly,0.049,-0.055,21.321041,295.50674,3.313,15.345,2.67367,0.15838,1388.163,13.88163,0.20966,0.096829996,3458374912.0,4456000000.0,0.049597577276500104,OK,
CLX,Clorox Company (The),Consumer Defensive,Household & Personal Products,10049367040.0,-0.031139607337307473,3.0,Yearly,-0.02,-0.501,13.273509,111.69354,1.4954416,13.742,1.6376,0.08321,2221.429,22.214290000000002,0.12885,0.087349996,110375000.0,612000000.0,0.010983278803597167,OK,
CMCSA,Comcast Corporation,Communication Services,Telecom Services,80696000512.0,0.006220134237919117,3.0,Yearly,-0.012,-0.668,6.3516006,0.89842355,0.6460642,4.802,0.114879996,0.043080002,100.474,1.00474,0.17233999,0.08966,12697624576.0,32516999168.0,0.15735134945271276,OK,
